asset_id,date,vibration_mm_s,temperature_c,current_a,hours_since_maintenance,asset_age_days,failure_within_7d
A083,2025-03-16,3.502,56.32,54.1,632,224,0
A083,2025-03-17,3.734,59.91,54.38,984,224,0
A083,2025-03-18,3.107,57.04,50.0,659,224,0
A083,2025-03-19,3.624,54.49,52.25,149,224,0
A083,2025-03-20,3.486,54.01,52.44,468,224,0
A083,2025-03-21,2.307,57.49,51.27,839,224,0
A083,2025-03-22,3.799,58.71,48.3,249,224,0
A083,2025-03-23,2.977,61.32,48.1,927,224,0
A083,2025-03-24,3.043,56.45,48.72,1007,224,0
A083,2025-03-25,3.189,58.09,46.49,75,224,0
A083,2025-03-26,3.674,60.55,49.57,1209,224,0
A083,2025-03-27,3.508,57.74,52.34,1163,224,0
A083,2025-03-28,3.016,52.67,50.54,1531,224,0
A083,2025-03-29,3.023,59.91,50.88,291,224,0
A083,2025-03-30,3.162,59.14,53.41,603,224,0
A083,2025-03-31,2.85,55.64,45.56,1965,224,0
A083,2025-04-01,3.938,55.56,52.01,208,224,0
A084,2025-02-01,3.452,61.09,51.45,1728,665,0
A084,2025-02-02,4.061,51.44,51.22,424,665,0
A084,2025-02-03,3.387,61.51,50.19,1831,665,0
A084,2025-02-04,4.318,59.83,53.07,923,665,0
A084,2025-02-05,3.585,61.81,53.67,1657,665,0
A084,2025-02-06,3.228,59.23,50.88,795,665,0
A084,2025-02-07,3.621,58.05,53.35,906,665,0
A084,2025-02-08,3.77,57.06,49.99,376,665,0
A084,2025-02-09,2.922,55.31,50.0,1622,665,0
A084,2025-02-10,4.668,54.89,52.42,1800,665,0
A084,2025-02-11,4.144,57.06,52.93,799,665,0
A084,2025-02-12,3.803,57.75,54.98,1727,665,0
A084,2025-02-13,3.525,60.71,50.19,1035,665,0
A084,2025-02-14,3.442,59.04,52.08,875,665,0
A084,2025-02-15,3.761,60.07,52.05,625,665,0
A084,2025-02-16,3.276,60.09,56.42,1527,665,0
A084,2025-02-17,3.949,58.96,52.98,1144,665,0
A084,2025-02-18,3.709,57.62,49.2,177,665,0
A084,2025-02-19,3.285,53.66,49.12,1373,665,0
A084,2025-02-20,4.437,57.68,52.95,968,665,0
A084,2025-02-21,3.191,59.44,42.21,903,665,0
A084,2025-02-22,3.824,61.45,53.1,129,665,0
A084,2025-02-23,4.039,59.73,52.73,1910,665,0
A084,2025-02-24,4.38,59.3,51.16,636,665,0
A084,2025-02-25,3.59,55.91,50.11,1780,665,0
A084,2025-02-26,4.474,59.27,49.3,870,665,0
A084,2025-02-27,2.936,55.15,48.86,566,665,0
A084,2025-02-28,3.481,56.8,54.89,1412,665,0
A084,2025-03-01,3.661,63.87,55.5,812,665,0
A084,2025-03-02,3.718,56.62,44.98,1206,665,0
A084,2025-03-03,3.547,57.24,51.87,1461,665,0
A084,2025-03-04,4.344,59.9,53.01,354,665,0
A084,2025-03-05,3.981,57.72,47.45,1227,665,0
A084,2025-03-06,3.678,53.0,47.01,1097,665,0
A084,2025-03-07,3.89,58.76,52.72,776,665,0
A084,2025-03-08,3.034,58.72,50.58,1332,665,0
A084,2025-03-09,3.311,59.47,52.28,1714,665,0
A084,2025-03-10,3.328,59.44,49.08,66,665,0
A084,2025-03-11,4.221,54.57,55.15,1856,665,0
A084,2025-03-12,4.051,62.13,50.52,649,665,0
A084,2025-03-13,2.749,57.88,55.17,1556,665,0
A084,2025-03-14,3.78,57.32,50.35,1159,665,0
A084,2025-03-15,3.726,58.91,51.15,839,665,0
A084,2025-03-16,4.002,62.21,52.03,1667,665,0
A084,2025-03-17,4.091,59.63,56.18,493,665,0
A084,2025-03-18,4.104,55.84,54.6,1449,665,0
A084,2025-03-19,3.679,54.79,53.01,1986,665,0
A084,2025-03-20,3.636,63.83,55.53,176,665,0
A084,2025-03-21,4.235,59.72,49.99,220,665,0
A084,2025-03-22,3.742,60.89,53.97,1454,665,0
A084,2025-03-23,3.922,57.18,52.11,873,665,0
A084,2025-03-24,3.674,56.66,48.17,939,665,0
A084,2025-03-25,3.059,57.9,49.98,1384,665,0
A084,2025-03-26,3.243,58.03,48.41,881,665,0
A084,2025-03-27,3.298,57.08,50.13,886,665,0
A084,2025-03-28,3.514,58.31,51.81,835,665,0
A084,2025-03-29,3.677,60.11,43.3,577,665,0
A084,2025-03-30,2.896,55.17,52.81,515,665,0
A084,2025-03-31,3.925,60.18,49.87,374,665,0
A084,2025-04-01,3.355,60.36,46.47,196,665,0
A085,2025-02-01,3.816,53.29,55.78,153,1173,0
A085,2025-02-02,4.999,60.63,58.36,760,1173,0
A085,2025-02-03,3.345,57.69,44.39,178,1173,0
A085,2025-02-04,4.449,60.22,58.02,170,1173,0
A085,2025-02-05,4.206,58.73,48.84,1025,1173,0
A085,2025-02-06,4.415,59.46,55.35,1966,1173,0
A085,2025-02-07,3.93,55.45,51.42,1692,1173,0
A085,2025-02-08,5.295,62.01,48.18,636,1173,0
A085,2025-02-09,4.175,60.96,47.08,1997,1173,0
A085,2025-02-10,4.123,58.03,48.75,1763,1173,1
A085,2025-02-11,4.966,65.03,54.79,99,1173,0
A085,2025-02-12,3.523,59.36,54.22,114,1173,0
A085,2025-02-13,4.09,62.02,48.11,80,1173,0
A085,2025-02-14,4.462,58.35,50.54,311,1173,0
A085,2025-02-15,4.003,61.61,50.9,1695,1173,0
A085,2025-02-16,3.413,59.81,59.1,1484,1173,0
A085,2025-02-17,4.669,59.75,55.22,1864,1173,0
A085,2025-02-18,4.286,62.82,49.68,921,1173,0
A085,2025-02-19,4.707,63.15,55.22,615,1173,0
A085,2025-02-20,4.0,57.33,54.05,897,1173,0
A085,2025-02-21,4.455,61.5,48.55,1300,1173,0
A085,2025-02-22,4.058,60.13,51.93,1000,1173,0
A085,2025-02-23,3.399,61.13,52.5,899,1173,0
A085,2025-02-24,3.717,61.24,55.82,1035,1173,0
A085,2025-02-25,4.998,62.51,46.5,208,1173,0
A085,2025-02-26,3.926,62.55,56.56,255,1173,0
A085,2025-02-27,4.173,62.09,47.34,1729,1173,0
A085,2025-02-28,3.458,59.64,48.63,728,1173,0
A085,2025-03-01,4.078,59.61,53.09,364,1173,0
A085,2025-03-02,3.768,55.8,52.18,25,1173,0
A085,2025-03-03,3.638,61.62,51.84,1087,1173,0
A085,2025-03-04,4.117,59.76,51.68,171,1173,0
A085,2025-03-05,4.659,66.86,52.52,1228,1173,0
A085,2025-03-06,3.793,64.21,46.66,270,1173,0
A085,2025-03-07,4.645,62.36,50.01,707,1173,0
A085,2025-03-08,4.517,62.78,46.2,328,1173,0
A085,2025-03-09,3.994,58.57,55.16,285,1173,0
A085,2025-03-10,4.452,61.62,52.64,351,1173,0
A085,2025-03-11,4.898,62.05,52.78,699,1173,0
A085,2025-03-12,3.81,60.57,53.63,1052,1173,0
A085,2025-03-13,3.755,60.22,53.79,256,1173,0
A085,2025-03-14,3.641,62.61,50.62,467,1173,0
A085,2025-03-15,4.432,61.56,55.26,375,1173,0
A085,2025-03-16,4.546,57.5,57.49,1931,1173,0
A085,2025-03-17,3.722,61.09,55.1,919,1173,0
A085,2025-03-18,4.145,62.37,55.47,964,1173,0
A085,2025-03-19,4.004,63.41,55.14,1577,1173,0
A085,2025-03-20,3.528,60.56,48.41,1642,1173,0
A085,2025-03-21,4.555,58.27,56.57,1965,1173,0
A085,2025-03-22,4.579,60.79,54.87,1495,1173,0
A085,2025-03-23,4.033,62.07,48.96,1253,1173,0
A085,2025-03-24,4.402,59.5,55.99,783,1173,0
A085,2025-03-25,4.189,59.57,50.73,1435,1173,0
A085,2025-03-26,4.259,62.77,56.32,29,1173,0
A085,2025-03-27,3.841,66.16,48.0,1683,1173,0
A085,2025-03-28,4.549,61.01,50.47,945,1173,0
A085,2025-03-29,4.314,57.07,51.58,617,1173,0
A085,2025-03-30,4.212,62.94,55.25,1383,1173,0
A085,2025-03-31,3.877,57.74,56.52,267,1173,0
A085,2025-04-01,4.447,60.86,55.96,1105,1173,0
A086,2025-02-01,3.692,67.14,53.76,130,1429,0
A086,2025-02-02,4.502,64.64,53.04,1072,1429,0
A086,2025-02-03,4.999,59.56,50.77,922,1429,0
A086,2025-02-04,4.45,63.57,51.19,390,1429,0
A086,2025-02-05,4.519,61.56,48.8,1129,1429,0
A086,2025-02-06,4.25,61.26,50.55,1184,1429,0
A086,2025-02-07,4.436,66.02,57.18,631,1429,0
A086,2025-02-08,3.713,59.68,56.89,1116,1429,0
A086,2025-02-09,4.225,62.3,52.26,953,1429,0
A086,2025-02-10,4.904,63.75,53.81,1346,1429,0
A086,2025-02-11,4.132,60.81,46.25,867,1429,0
A086,2025-02-12,4.66,62.79,61.71,1261,1429,0
A086,2025-02-13,4.782,57.89,46.61,338,1429,0
A086,2025-02-14,5.422,61.92,50.32,1323,1429,0
A086,2025-02-15,4.729,62.47,52.49,1123,1429,0
A086,2025-02-16,4.471,62.21,46.88,1125,1429,0
A086,2025-02-17,4.168,63.3,54.95,1716,1429,0
A086,2025-02-18,4.616,65.24,55.88,184,1429,0
A086,2025-02-19,4.465,64.55,51.35,260,1429,0
A086,2025-02-20,4.266,62.03,49.24,643,1429,0
A086,2025-02-21,4.255,62.35,50.74,1403,1429,0
A086,2025-02-22,3.991,56.1,54.28,1339,1429,0
A086,2025-02-23,3.925,61.67,54.15,259,1429,0
A086,2025-02-24,4.55,59.14,56.2,855,1429,0
A086,2025-02-25,4.166,61.14,59.35,809,1429,0
A086,2025-02-26,3.955,61.01,56.38,1020,1429,0
A086,2025-02-27,4.324,60.12,51.84,1128,1429,0
A086,2025-02-28,4.337,59.74,47.24,1029,1429,0
A086,2025-03-01,4.367,61.59,50.61,1792,1429,0
A086,2025-03-02,4.621,60.49,53.44,1783,1429,0
A086,2025-03-03,4.125,61.52,55.15,1079,1429,0
A086,2025-03-04,4.237,62.31,54.07,687,1429,0
A086,2025-03-05,4.335,62.84,56.06,1542,1429,0
A086,2025-03-06,3.936,63.02,51.91,1522,1429,0
A086,2025-03-07,4.333,59.05,47.24,186,1429,0
A086,2025-03-08,4.117,60.7,55.13,1485,1429,0
A086,2025-03-09,4.375,59.0,52.42,115,1429,0
A086,2025-03-10,4.468,62.82,54.49,1413,1429,0
A086,2025-03-11,4.711,61.86,52.09,660,1429,0
A086,2025-03-12,4.157,62.03,48.17,588,1429,0
A086,2025-03-13,4.608,64.32,53.14,1655,1429,0
A086,2025-03-14,4.516,62.64,49.42,1865,1429,0
A086,2025-03-15,5.234,58.95,53.27,1108,1429,0
A086,2025-03-16,4.675,58.28,55.01,1772,1429,0
A086,2025-03-17,4.348,63.28,49.9,1141,1429,0
A086,2025-03-18,3.95,64.8,55.85,377,1429,0
A086,2025-03-19,3.695,62.55,54.41,646,1429,0
A086,2025-03-20,3.461,63.86,54.39,1975,1429,0
A086,2025-03-21,4.234,65.24,50.25,1940,1429,0
A086,2025-03-22,4.578,60.34,50.5,1558,1429,0
A086,2025-03-23,4.784,62.45,54.23,992,1429,0
A086,2025-03-24,4.396,60.28,59.43,1748,1429,0
A086,2025-03-25,3.725,57.91,55.23,57,1429,0
A086,2025-03-26,5.363,61.88,55.63,1050,1429,0
A086,2025-03-27,4.282,62.82,51.21,594,1429,0
A086,2025-03-28,4.19,60.5,50.49,996,1429,0
A086,2025-03-29,4.431,61.35,51.06,1690,1429,0
A086,2025-03-30,4.408,62.05,48.71,1189,1429,0
A086,2025-03-31,4.927,59.09,56.91,489,1429,0
A086,2025-04-01,4.833,60.12,50.12,1979,1429,0
A087,2025-02-01,3.866,59.13,46.14,1773,775,0
A087,2025-02-02,3.736,60.16,52.07,591,775,0
A087,2025-02-03,4.186,54.39,52.05,1692,775,0
A087,2025-02-04,3.892,58.13,54.14,353,775,0
A087,2025-02-05,3.367,59.05,49.35,1012,775,0
A087,2025-02-06,3.707,59.08,51.81,1062,775,0
A087,2025-02-07,4.012,60.18,51.27,1738,775,0
A087,2025-02-08,4.214,61.99,52.34,874,775,0
A087,2025-02-09,3.377,63.24,53.18,569,775,0
A087,2025-02-10,3.651,60.79,54.02,404,775,0
A087,2025-02-11,3.495,60.31,50.93,774,775,0
A087,2025-02-12,3.863,56.49,47.37,992,775,0
A087,2025-02-13,3.395,58.3,53.48,1695,775,0
A087,2025-02-14,4.033,58.81,52.88,1821,775,0
A087,2025-02-15,3.413,61.28,54.02,1553,775,0
A087,2025-02-16,3.291,61.15,54.44,1702,775,0
A087,2025-02-17,4.308,61.12,49.92,1248,775,0
A087,2025-02-18,4.264,62.02,50.01,1855,775,0
A087,2025-02-19,3.594,58.52,50.14,531,775,0
A087,2025-02-20,4.174,59.42,47.47,395,775,0
A087,2025-02-21,4.293,57.03,46.63,1778,775,0
A087,2025-02-22,3.865,60.0,49.89,763,775,0
A087,2025-02-23,4.041,58.68,51.26,514,775,0
A087,2025-02-24,4.099,64.77,54.96,136,775,0
A087,2025-02-25,3.495,60.17,50.58,1379,775,0
A087,2025-02-26,3.045,59.83,51.6,1109,775,0
A087,2025-02-27,3.311,58.77,50.49,545,775,0
A087,2025-02-28,3.391,59.46,52.46,599,775,0
A087,2025-03-01,4.106,57.99,51.99,165,775,0
A087,2025-03-02,4.117,61.76,52.56,87,775,0
A087,2025-03-03,3.916,54.6,50.35,1213,775,0
A087,2025-03-04,4.054,56.93,52.18,715,775,0
A087,2025-03-05,3.231,60.92,46.09,708,775,0
A087,2025-03-06,3.64,58.45,50.77,895,775,0
A087,2025-03-07,3.6,58.43,51.58,422,775,0
A087,2025-03-08,3.811,61.11,47.3,1840,775,0
A087,2025-03-09,3.756,57.44,53.52,1413,775,0
A087,2025-03-10,3.923,58.65,52.2,1209,775,0
A087,2025-03-11,3.937,60.02,50.09,1465,775,0
A087,2025-03-12,4.245,60.19,52.16,1433,775,0
A087,2025-03-13,3.555,64.46,46.1,127,775,0
A087,2025-03-14,4.369,58.3,51.86,510,775,0
A087,2025-03-15,3.818,63.08,51.52,25,775,0
A087,2025-03-16,3.571,58.79,52.27,287,775,0
A087,2025-03-17,3.743,60.42,52.83,1432,775,0
A087,2025-03-18,3.835,61.54,53.24,1344,775,0
A087,2025-03-19,3.669,57.87,53.73,1888,775,0
A087,2025-03-20,3.825,59.56,59.12,147,775,0
A087,2025-03-21,3.76,61.22,54.07,1065,775,0
A087,2025-03-22,3.781,56.18,56.81,281,775,0
A087,2025-03-23,3.662,60.5,57.22,1304,775,0
A087,2025-03-24,3.9,56.83,53.45,594,775,0
A087,2025-03-25,3.173,59.43,50.5,324,775,0
A087,2025-03-26,3.767,59.18,49.29,868,775,0
A087,2025-03-27,4.324,59.13,49.51,1880,775,0
A087,2025-03-28,3.627,58.32,50.98,491,775,0
A087,2025-03-29,3.662,58.01,51.42,1968,775,0
A087,2025-03-30,3.369,56.32,57.38,230,775,0
A087,2025-03-31,4.037,59.58,50.07,646,775,0
A087,2025-04-01,3.82,58.84,50.31,1003,775,0
A088,2025-02-01,3.088,60.09,50.55,587,393,0
A088,2025-02-02,3.703,58.7,51.87,962,393,0
A088,2025-02-03,3.638,57.77,51.36,209,393,0
A088,2025-02-04,3.207,58.32,54.85,876,393,0
A088,2025-02-05,3.115,54.71,53.17,1263,393,0
A088,2025-02-06,2.751,58.08,56.32,550,393,0
A088,2025-02-07,3.23,59.95,55.6,509,393,0
A088,2025-02-08,3.844,57.82,44.68,1603,393,0
A088,2025-02-09,2.786,58.85,54.17,1604,393,0
A088,2025-02-10,3.574,54.48,54.75,797,393,0
A088,2025-02-11,3.42,55.03,42.89,781,393,0
A088,2025-02-12,3.625,58.86,51.87,807,393,0
A088,2025-02-13,3.846,59.83,53.0,1246,393,0
A088,2025-02-14,2.985,59.93,52.86,956,393,0
A088,2025-02-15,3.68,56.55,53.8,705,393,0
A088,2025-02-16,3.769,55.79,51.59,718,393,0
A088,2025-02-17,4.069,59.17,50.54,379,393,0
A088,2025-02-18,3.006,57.77,48.73,1750,393,0
A088,2025-02-19,3.571,55.03,55.55,576,393,0
A088,2025-02-20,2.959,58.62,50.77,1489,393,0
A088,2025-02-21,3.229,59.53,46.11,1032,393,0
A088,2025-02-22,3.072,52.77,49.26,1979,393,0
A088,2025-02-23,4.156,56.56,50.13,404,393,0
A088,2025-02-24,2.857,54.94,50.38,1037,393,0
A088,2025-02-25,3.107,57.12,48.47,469,393,0
A088,2025-02-26,2.801,60.29,54.74,1596,393,0
A088,2025-02-27,3.576,54.66,53.04,445,393,0
A088,2025-02-28,3.68,58.72,53.87,1935,393,0
A088,2025-03-01,3.739,57.56,51.81,1824,393,0
A088,2025-03-02,2.834,55.68,48.22,575,393,0
A088,2025-03-03,3.167,57.18,51.03,561,393,0
A088,2025-03-04,2.215,58.97,45.95,1849,393,0
A088,2025-03-05,3.827,56.97,53.52,663,393,0
A088,2025-03-06,3.358,58.59,57.91,462,393,0
A088,2025-03-07,4.121,58.33,48.16,31,393,0
A088,2025-03-08,3.087,57.48,47.47,230,393,0
A088,2025-03-09,3.235,60.0,54.57,1369,393,0
A088,2025-03-10,4.328,59.91,51.3,801,393,0
A088,2025-03-11,3.281,60.62,48.09,347,393,0
A088,2025-03-12,3.828,52.41,57.66,701,393,0
A088,2025-03-13,2.932,59.18,52.88,1986,393,0
A088,2025-03-14,3.521,59.46,53.77,774,393,0
A088,2025-03-15,3.555,56.23,54.91,1759,393,0
A088,2025-03-16,3.002,54.74,52.76,129,393,0
A088,2025-03-17,3.175,57.17,54.72,104,393,0
A088,2025-03-18,3.312,55.87,53.68,297,393,0
A088,2025-03-19,2.637,56.08,46.83,1175,393,0
A088,2025-03-20,3.533,57.19,53.33,222,393,0
A088,2025-03-21,3.835,56.91,53.08,1199,393,0
A088,2025-03-22,3.809,54.59,54.22,124,393,0
A088,2025-03-23,3.873,55.76,44.44,1279,393,0
A088,2025-03-24,3.522,56.08,51.71,1721,393,0
A088,2025-03-25,3.055,54.13,53.87,907,393,0
A088,2025-03-26,3.876,58.39,46.94,752,393,0
A088,2025-03-27,3.429,56.24,52.71,1519,393,0
A088,2025-03-28,3.462,55.1,52.8,823,393,0
A088,2025-03-29,3.589,55.74,56.1,1906,393,0
A088,2025-03-30,3.667,56.82,50.02,125,393,0
A088,2025-03-31,3.442,61.14,50.25,386,393,0
A088,2025-04-01,3.336,55.82,49.04,55,393,0
A089,2025-02-01,2.688,60.48,52.34,333,154,0
A089,2025-02-02,2.88,57.39,50.31,109,154,0
A089,2025-02-03,3.133,61.48,48.49,1150,154,0
A089,2025-02-04,3.75,55.37,51.74,1265,154,0
A089,2025-02-05,3.055,50.8,51.35,623,154,0
A089,2025-02-06,2.9,54.34,50.8,262,154,0
A089,2025-02-07,3.351,52.52,49.21,272,154,0
A089,2025-02-08,3.386,55.04,56.4,1452,154,0
A089,2025-02-09,2.849,54.82,51.33,794,154,0
A089,2025-02-10,3.004,51.72,53.85,1140,154,0
A089,2025-02-11,2.597,53.04,53.37,1970,154,0
A089,2025-02-12,3.251,57.06,45.81,1724,154,0
A089,2025-02-13,3.636,54.9,49.84,269,154,0
A089,2025-02-14,2.774,55.91,48.81,984,154,0
A089,2025-02-15,3.227,55.56,52.49,1824,154,0
A089,2025-02-16,3.154,57.03,47.84,1153,154,0
A089,2025-02-17,2.851,55.06,47.37,1725,154,0
A089,2025-02-18,2.928,57.71,47.61,179,154,0
A089,2025-02-19,3.104,55.71,52.01,374,154,0
A089,2025-02-20,3.311,55.66,54.63,1915,154,0
A089,2025-02-21,2.942,55.43,53.34,96,154,0
A089,2025-02-22,2.502,58.58,51.45,1177,154,0
A089,2025-02-23,2.802,55.43,54.47,1153,154,0
A089,2025-02-24,3.045,55.69,48.49,1860,154,0
A089,2025-02-25,3.233,54.94,51.53,1980,154,0
A089,2025-02-26,3.149,54.07,49.13,982,154,0
A089,2025-02-27,3.229,50.57,53.42,563,154,0
A089,2025-02-28,3.737,54.7,49.34,1109,154,0
A089,2025-03-01,3.858,57.29,52.14,917,154,0
A089,2025-03-02,3.545,53.03,52.6,560,154,0
A089,2025-03-03,3.886,55.74,51.38,1133,154,0
A089,2025-03-04,3.16,56.2,53.97,1589,154,0
A089,2025-03-05,3.511,60.39,47.67,1488,154,0
A089,2025-03-06,3.976,57.24,52.7,1815,154,0
A089,2025-03-07,2.789,54.26,48.71,1600,154,0
A089,2025-03-08,2.577,57.63,49.64,1739,154,0
A089,2025-03-09,3.277,51.53,43.8,876,154,0
A089,2025-03-10,2.995,58.89,50.43,440,154,0
A089,2025-03-11,2.299,53.34,52.52,1917,154,0
A089,2025-03-12,3.204,55.11,54.38,1835,154,0
A089,2025-03-13,3.269,57.65,52.97,220,154,0
A089,2025-03-14,3.477,61.52,48.32,1905,154,0
A089,2025-03-15,2.867,58.2,56.01,538,154,0
A089,2025-03-16,3.611,56.84,59.13,1372,154,0
A089,2025-03-17,3.413,52.65,46.64,1456,154,0
A089,2025-03-18,2.824,51.79,50.67,193,154,0
A089,2025-03-19,2.801,56.82,49.93,614,154,0
A089,2025-03-20,3.108,53.33,50.39,168,154,0
A089,2025-03-21,2.874,55.88,50.28,815,154,0
A089,2025-03-22,2.938,51.71,52.41,647,154,0
A089,2025-03-23,2.507,56.9,52.25,1559,154,0
A089,2025-03-24,2.951,54.77,44.28,479,154,0
A089,2025-03-25,2.985,56.68,49.7,1575,154,0
A089,2025-03-26,3.493,56.17,46.49,1465,154,0
A089,2025-03-27,3.674,58.57,55.0,659,154,0
A089,2025-03-28,3.957,55.91,49.23,1648,154,0
A089,2025-03-29,2.679,55.13,48.99,1070,154,0
A089,2025-03-30,2.885,49.27,45.48,881,154,0
A089,2025-03-31,2.413,57.15,53.83,879,154,0
A089,2025-04-01,3.847,53.3,51.03,1422,154,0
A090,2025-02-01,3.236,60.8,50.01,643,168,0
A090,2025-02-02,3.828,58.6,49.75,478,168,0
A090,2025-02-03,3.578,53.4,50.62,468,168,0
A090,2025-02-04,2.516,53.16,49.93,541,168,0
A090,2025-02-05,3.321,55.38,48.09,315,168,0
A090,2025-02-06,3.116,54.77,55.38,1702,168,0
A090,2025-02-07,3.725,57.0,48.26,1067,168,0
A090,2025-02-08,3.249,53.19,47.76,1239,168,0
A090,2025-02-09,3.755,55.15,47.27,1117,168,0
A090,2025-02-10,3.305,53.17,52.72,687,168,0
A090,2025-02-11,3.189,56.16,49.04,8,168,0
A090,2025-02-12,2.614,55.08,47.51,1342,168,0
A090,2025-02-13,2.487,56.32,50.6,1734,168,0
A090,2025-02-14,2.989,56.01,50.67,1563,168,0
A090,2025-02-15,3.904,56.0,49.4,1201,168,0
A090,2025-02-16,2.993,52.05,52.6,7,168,0
A090,2025-02-17,3.255,56.5,50.04,785,168,0
A090,2025-02-18,3.366,53.67,49.68,1530,168,0
A090,2025-02-19,3.646,58.19,51.69,366,168,0
A090,2025-02-20,2.813,53.35,51.7,127,168,0
A090,2025-02-21,2.915,55.02,56.06,1938,168,0
A090,2025-02-22,2.677,56.0,48.83,1964,168,0
A090,2025-02-23,2.646,54.43,52.87,1824,168,0
A090,2025-02-24,3.068,56.49,46.83,575,168,0
A090,2025-02-25,3.442,54.49,47.74,1685,168,0
A090,2025-02-26,2.991,55.67,54.62,1017,168,0
A090,2025-02-27,3.244,55.54,49.82,270,168,0
A090,2025-02-28,2.57,58.33,52.98,1772,168,0
A090,2025-03-01,3.414,54.33,49.18,1629,168,0
A090,2025-03-02,2.18,54.05,49.56,1752,168,0
A090,2025-03-03,3.532,56.11,50.42,376,168,0
A090,2025-03-04,3.571,52.84,45.99,1140,168,0
A090,2025-03-05,3.037,51.46,48.94,1921,168,0
A090,2025-03-06,2.706,60.76,49.57,1196,168,0
A090,2025-03-07,2.954,58.31,48.77,1723,168,0
A090,2025-03-08,3.189,53.91,48.32,378,168,0
A090,2025-03-09,3.466,55.4,51.17,1254,168,0
A090,2025-03-10,3.504,56.94,48.54,338,168,0
A090,2025-03-11,3.093,59.75,53.21,945,168,0
A090,2025-03-12,3.364,52.71,50.62,1774,168,0
A090,2025-03-13,3.095,60.0,48.17,423,168,0
A090,2025-03-14,3.103,57.52,49.99,1786,168,0
A090,2025-03-15,2.66,56.6,50.48,1914,168,0
A090,2025-03-16,2.718,55.88,52.52,565,168,0
A090,2025-03-17,2.939,56.29,48.04,21,168,0
A090,2025-03-18,3.228,52.21,51.6,1535,168,0
A090,2025-03-19,3.389,59.49,51.82,355,168,0
A090,2025-03-20,2.687,53.92,48.37,473,168,0
A090,2025-03-21,2.102,50.91,52.52,557,168,0
A090,2025-03-22,3.159,58.37,52.67,259,168,0
A090,2025-03-23,2.743,53.17,49.78,96,168,0
A090,2025-03-24,3.644,51.08,46.78,1431,168,0
A090,2025-03-25,2.491,54.18,54.26,186,168,0
A090,2025-03-26,4.086,54.71,46.65,1098,168,0
A090,2025-03-27,3.204,56.05,52.49,1330,168,0
A090,2025-03-28,3.784,57.82,44.8,124,168,0
A090,2025-03-29,3.383,56.45,49.57,1041,168,0
A090,2025-03-30,3.29,57.12,54.82,1244,168,0
A090,2025-03-31,2.547,57.11,49.25,480,168,0
A090,2025-04-01,2.856,55.14,50.44,1572,168,0
A091,2025-02-01,3.982,56.81,50.65,936,666,0
A091,2025-02-02,4.137,61.03,52.2,1068,666,0
A091,2025-02-03,2.888,59.05,48.93,1377,666,0
A091,2025-02-04,3.228,58.55,57.69,418,666,0
A091,2025-02-05,3.545,59.21,56.73,1772,666,0
A091,2025-02-06,3.824,58.57,48.91,1659,666,0
A091,2025-02-07,2.709,57.52,51.07,13,666,0
A091,2025-02-08,3.109,57.57,47.38,3,666,0
A091,2025-02-09,4.066,60.52,49.59,340,666,0
A091,2025-02-10,3.917,55.45,47.61,1977,666,0
A091,2025-02-11,4.182,55.51,50.38,1723,666,0
A091,2025-02-12,3.177,59.76,50.24,1784,666,0
A091,2025-02-13,3.945,56.45,46.4,756,666,0
A091,2025-02-14,3.626,58.04,53.13,477,666,0
A091,2025-02-15,4.06,58.73,48.41,49,666,0
A091,2025-02-16,3.327,53.49,53.73,648,666,0
A091,2025-02-17,3.273,58.13,53.68,496,666,0
A091,2025-02-18,3.399,55.76,51.42,630,666,0
A091,2025-02-19,3.327,54.99,51.75,617,666,0
A091,2025-02-20,3.963,60.61,49.68,719,666,0
A091,2025-02-21,3.92,53.15,53.49,1875,666,0
A091,2025-02-22,3.843,58.41,54.2,736,666,0
A091,2025-02-23,4.407,59.42,51.98,605,666,0
A091,2025-02-24,4.204,61.34,52.13,312,666,0
A091,2025-02-25,3.802,59.28,53.92,1890,666,0
A091,2025-02-26,3.39,57.29,54.2,1009,666,0
A091,2025-02-27,3.34,56.1,57.59,1938,666,0
A091,2025-02-28,4.115,58.73,49.98,310,666,0
A091,2025-03-01,3.872,60.16,51.69,1132,666,0
A091,2025-03-02,2.939,55.41,50.7,1977,666,0
A091,2025-03-03,3.69,56.49,50.19,534,666,0
A091,2025-03-04,4.015,57.09,53.08,1953,666,0
A091,2025-03-05,3.321,62.63,51.65,13,666,0
A091,2025-03-06,3.36,57.18,51.45,584,666,0
A091,2025-03-07,3.712,58.57,54.19,1848,666,0
A091,2025-03-08,3.062,55.0,49.9,1753,666,0
A091,2025-03-09,4.376,57.57,50.13,1569,666,0
A091,2025-03-10,3.511,59.95,48.52,1173,666,0
A091,2025-03-11,4.136,59.71,50.68,253,666,0
A091,2025-03-12,3.675,57.75,54.35,672,666,0
A091,2025-03-13,4.156,56.7,45.4,1935,666,0
A091,2025-03-14,3.612,59.64,52.54,506,666,0
A091,2025-03-15,4.02,60.66,51.66,45,666,0
A091,2025-03-16,3.5,57.46,51.29,191,666,0
A091,2025-03-17,3.234,54.15,52.3,1955,666,0
A091,2025-03-18,4.032,60.08,53.42,957,666,0
A091,2025-03-19,4.018,58.33,49.8,1438,666,0
A091,2025-03-20,3.754,62.05,49.26,1371,666,0
