pipe_id,timestamp,flow_in_lps,flow_out_lps,pressure_bar,leak_label,pipe_length_km
P026,2025-03-07 22:00:00,62.01,60.38,4.2,0,5.0
P026,2025-03-07 23:00:00,52.77,51.82,4.46,0,5.0
P026,2025-03-08 00:00:00,50.08,48.96,4.69,0,5.0
P026,2025-03-08 01:00:00,53.08,52.52,4.5,0,5.0
P026,2025-03-08 02:00:00,48.75,47.76,4.33,0,5.0
P026,2025-03-08 03:00:00,52.32,51.17,4.82,0,5.0
P026,2025-03-08 04:00:00,52.44,51.42,4.46,0,5.0
P026,2025-03-08 05:00:00,67.38,66.67,4.43,0,5.0
P026,2025-03-08 06:00:00,75.86,60.46,3.75,1,5.0
P026,2025-03-08 07:00:00,81.06,79.83,4.32,0,5.0
P026,2025-03-08 08:00:00,75.75,74.42,4.53,0,5.0
P026,2025-03-08 09:00:00,63.06,62.01,4.34,0,5.0
P026,2025-03-08 10:00:00,59.9,58.57,4.75,0,5.0
P026,2025-03-08 11:00:00,53.86,52.48,4.61,0,5.0
P026,2025-03-08 12:00:00,50.77,49.55,4.65,0,5.0
P026,2025-03-08 13:00:00,50.21,49.62,4.26,0,5.0
P026,2025-03-08 14:00:00,52.54,51.59,4.61,0,5.0
P026,2025-03-08 15:00:00,46.32,45.64,4.57,0,5.0
P026,2025-03-08 16:00:00,58.32,57.36,4.46,0,5.0
P026,2025-03-08 17:00:00,64.06,62.65,4.52,0,5.0
P026,2025-03-08 18:00:00,76.44,75.2,4.39,0,5.0
P026,2025-03-08 19:00:00,76.93,75.76,4.35,0,5.0
P026,2025-03-08 20:00:00,74.47,72.45,4.59,0,5.0
P026,2025-03-08 21:00:00,70.22,69.46,4.53,0,5.0
P026,2025-03-08 22:00:00,63.87,62.31,4.32,0,5.0
P026,2025-03-08 23:00:00,61.04,60.37,4.5,0,5.0
P026,2025-03-09 00:00:00,57.51,56.39,4.15,0,5.0
P026,2025-03-09 01:00:00,49.39,47.94,4.45,0,5.0
P026,2025-03-09 02:00:00,47.26,46.52,4.52,0,5.0
P026,2025-03-09 03:00:00,55.65,54.25,4.36,0,5.0
P026,2025-03-09 04:00:00,55.52,54.34,4.32,0,5.0
P026,2025-03-09 05:00:00,67.63,65.65,4.71,0,5.0
P026,2025-03-09 06:00:00,74.57,73.52,4.37,0,5.0
P026,2025-03-09 07:00:00,76.05,74.51,4.38,0,5.0
P026,2025-03-09 08:00:00,81.11,79.37,4.64,0,5.0
P026,2025-03-09 09:00:00,66.34,65.66,4.67,0,5.0
P026,2025-03-09 10:00:00,59.04,58.03,4.44,0,5.0
P026,2025-03-09 11:00:00,55.59,54.78,4.74,0,5.0
P026,2025-03-09 12:00:00,46.22,44.85,4.59,0,5.0
P026,2025-03-09 13:00:00,55.53,53.97,4.68,0,5.0
P026,2025-03-09 14:00:00,56.43,54.87,4.3,0,5.0
P026,2025-03-09 15:00:00,57.59,56.78,4.49,0,5.0
P026,2025-03-09 16:00:00,73.02,72.2,4.79,0,5.0
P026,2025-03-09 17:00:00,66.29,65.01,4.47,0,5.0
P026,2025-03-09 18:00:00,78.12,77.33,4.31,0,5.0
P026,2025-03-09 19:00:00,72.8,71.61,4.6,0,5.0
P026,2025-03-09 20:00:00,67.0,65.96,4.25,0,5.0
P026,2025-03-09 21:00:00,68.93,67.44,4.53,0,5.0
P026,2025-03-09 22:00:00,65.94,64.54,4.34,0,5.0
P026,2025-03-09 23:00:00,53.08,51.56,4.35,0,5.0
P026,2025-03-10 00:00:00,52.83,51.87,4.21,0,5.0
P026,2025-03-10 01:00:00,51.6,50.9,4.74,0,5.0
P026,2025-03-10 02:00:00,60.16,58.95,4.59,0,5.0
P026,2025-03-10 03:00:00,55.03,53.41,4.72,0,5.0
P026,2025-03-10 04:00:00,58.78,57.56,4.54,0,5.0
P026,2025-03-10 05:00:00,69.97,68.88,4.48,0,5.0
P026,2025-03-10 06:00:00,73.65,71.48,4.58,0,5.0
P026,2025-03-10 07:00:00,81.25,79.38,4.59,0,5.0
P026,2025-03-10 08:00:00,73.99,72.79,4.51,0,5.0
P026,2025-03-10 09:00:00,69.16,67.54,4.61,0,5.0
P026,2025-03-10 10:00:00,56.55,55.28,4.56,0,5.0
P026,2025-03-10 11:00:00,56.62,55.41,4.31,0,5.0
P026,2025-03-10 12:00:00,50.78,50.18,4.56,0,5.0
P026,2025-03-10 13:00:00,46.68,45.95,4.69,0,5.0
P026,2025-03-10 14:00:00,53.58,52.81,4.24,0,5.0
P026,2025-03-10 15:00:00,56.9,55.49,4.72,0,5.0
P026,2025-03-10 16:00:00,58.38,57.34,4.66,0,5.0
P026,2025-03-10 17:00:00,68.03,67.17,4.53,0,5.0
P026,2025-03-10 18:00:00,77.48,76.67,4.58,0,5.0
P026,2025-03-10 19:00:00,80.01,78.23,4.33,0,5.0
P026,2025-03-10 20:00:00,77.5,76.24,4.38,0,5.0
P026,2025-03-10 21:00:00,57.75,56.28,4.19,0,5.0
P026,2025-03-10 22:00:00,67.57,66.02,4.69,0,5.0
P026,2025-03-10 23:00:00,60.79,59.84,4.2,0,5.0
P026,2025-03-11 00:00:00,45.49,44.77,4.6,0,5.0
P026,2025-03-11 01:00:00,53.53,52.65,4.58,0,5.0
P026,2025-03-11 02:00:00,49.68,48.71,4.52,0,5.0
P026,2025-03-11 03:00:00,52.66,51.17,4.52,0,5.0
P026,2025-03-11 04:00:00,66.86,65.33,4.46,0,5.0
P026,2025-03-11 05:00:00,68.61,67.13,4.24,0,5.0
P026,2025-03-11 06:00:00,84.41,82.77,4.72,0,5.0
P026,2025-03-11 07:00:00,76.02,74.34,4.43,0,5.0
P026,2025-03-11 08:00:00,73.96,72.67,4.32,0,5.0
P026,2025-03-11 09:00:00,73.73,72.6,4.41,0,5.0
P026,2025-03-11 10:00:00,43.53,42.93,4.48,0,5.0
P026,2025-03-11 11:00:00,48.95,47.67,4.39,0,5.0
P026,2025-03-11 12:00:00,46.5,45.79,4.37,0,5.0
P026,2025-03-11 13:00:00,44.22,43.32,4.18,0,5.0
P026,2025-03-11 14:00:00,51.83,51.12,4.73,0,5.0
P026,2025-03-11 15:00:00,56.57,55.55,4.6,0,5.0
P026,2025-03-11 16:00:00,61.49,60.07,4.21,0,5.0
P026,2025-03-11 17:00:00,55.73,54.32,4.37,0,5.0
P026,2025-03-11 18:00:00,72.29,71.45,4.63,0,5.0
P026,2025-03-11 19:00:00,81.63,80.0,4.4,0,5.0
P026,2025-03-11 20:00:00,70.65,69.87,4.58,0,5.0
P026,2025-03-11 21:00:00,67.79,66.41,4.54,0,5.0
P026,2025-03-11 22:00:00,55.04,53.82,4.37,0,5.0
P026,2025-03-11 23:00:00,47.25,45.87,4.26,0,5.0
P026,2025-03-12 00:00:00,46.67,45.59,4.25,0,5.0
P026,2025-03-12 01:00:00,52.79,51.89,4.65,0,5.0
P026,2025-03-12 02:00:00,49.37,35.55,3.86,1,5.0
P026,2025-03-12 03:00:00,63.25,61.79,4.62,0,5.0
P026,2025-03-12 04:00:00,58.49,56.97,4.68,0,5.0
P026,2025-03-12 05:00:00,66.94,65.15,4.29,0,5.0
P026,2025-03-12 06:00:00,73.53,72.41,4.49,0,5.0
P026,2025-03-12 07:00:00,77.6,75.56,4.3,0,5.0
P026,2025-03-12 08:00:00,83.69,81.48,4.81,0,5.0
P026,2025-03-12 09:00:00,69.69,67.84,4.46,0,5.0
P026,2025-03-12 10:00:00,57.04,56.31,4.42,0,5.0
P026,2025-03-12 11:00:00,59.94,58.49,4.39,0,5.0
P026,2025-03-12 12:00:00,52.59,51.81,4.44,0,5.0
P026,2025-03-12 13:00:00,59.44,58.48,4.41,0,5.0
P026,2025-03-12 14:00:00,50.62,49.75,4.3,0,5.0
P026,2025-03-12 15:00:00,50.58,49.98,4.49,0,5.0
P026,2025-03-12 16:00:00,58.34,57.73,4.42,0,5.0
P026,2025-03-12 17:00:00,67.61,65.78,4.47,0,5.0
P026,2025-03-12 18:00:00,74.78,73.25,4.5,0,5.0
P026,2025-03-12 19:00:00,73.19,72.31,4.49,0,5.0
P026,2025-03-12 20:00:00,62.4,61.46,4.54,0,5.0
P026,2025-03-12 21:00:00,71.6,69.87,4.25,0,5.0
P026,2025-03-12 22:00:00,61.75,61.01,4.45,0,5.0
P026,2025-03-12 23:00:00,56.29,55.02,4.68,0,5.0
P026,2025-03-13 00:00:00,47.61,32.89,3.83,1,5.0
P026,2025-03-13 01:00:00,47.23,46.59,4.75,0,5.0
P026,2025-03-13 02:00:00,53.59,52.49,4.7,0,5.0
P026,2025-03-13 03:00:00,57.96,42.59,3.7,1,5.0
P026,2025-03-13 04:00:00,45.04,43.87,4.35,0,5.0
P026,2025-03-13 05:00:00,67.87,66.38,4.51,0,5.0
P026,2025-03-13 06:00:00,64.74,63.36,4.79,0,5.0
P026,2025-03-13 07:00:00,72.18,70.18,4.71,0,5.0
P026,2025-03-13 08:00:00,66.48,64.67,4.61,0,5.0
P026,2025-03-13 09:00:00,72.76,71.9,4.53,0,5.0
P026,2025-03-13 10:00:00,57.31,55.68,4.68,0,5.0
P026,2025-03-13 11:00:00,49.76,48.57,4.22,0,5.0
P026,2025-03-13 12:00:00,49.92,48.94,4.59,0,5.0
P026,2025-03-13 13:00:00,52.34,50.95,4.65,0,5.0
P026,2025-03-13 14:00:00,43.59,42.72,4.58,0,5.0
P026,2025-03-13 15:00:00,59.54,57.88,4.53,0,5.0
P026,2025-03-13 16:00:00,69.53,68.68,4.42,0,5.0
P026,2025-03-13 17:00:00,67.02,65.08,4.48,0,5.0
P026,2025-03-13 18:00:00,77.56,75.6,4.71,0,5.0
P026,2025-03-13 19:00:00,70.48,69.54,4.36,0,5.0
P026,2025-03-13 20:00:00,73.95,72.55,4.5,0,5.0
P026,2025-03-13 21:00:00,69.34,68.32,4.59,0,5.0
P026,2025-03-13 22:00:00,58.27,57.06,4.25,0,5.0
P026,2025-03-13 23:00:00,53.32,52.42,4.4,0,5.0
P026,2025-03-14 00:00:00,47.11,46.18,4.68,0,5.0
P026,2025-03-14 01:00:00,45.79,44.62,4.32,0,5.0
P026,2025-03-14 02:00:00,51.74,50.57,4.43,0,5.0
P026,2025-03-14 03:00:00,57.5,56.84,4.56,0,5.0
P026,2025-03-14 04:00:00,62.12,61.17,4.56,0,5.0
P026,2025-03-14 05:00:00,69.71,67.99,4.45,0,5.0
P026,2025-03-14 06:00:00,77.29,76.12,4.85,0,5.0
P026,2025-03-14 07:00:00,79.46,77.74,4.32,0,5.0
P026,2025-03-14 08:00:00,78.07,77.28,4.34,0,5.0
P026,2025-03-14 09:00:00,71.91,70.32,4.36,0,5.0
P026,2025-03-14 10:00:00,56.62,55.05,4.38,0,5.0
P026,2025-03-14 11:00:00,58.42,56.77,4.61,0,5.0
P026,2025-03-14 12:00:00,53.87,52.95,4.43,0,5.0
P026,2025-03-14 13:00:00,53.19,52.59,4.63,0,5.0
P026,2025-03-14 14:00:00,51.96,37.57,3.6,1,5.0
P026,2025-03-14 15:00:00,57.61,56.11,4.64,0,5.0
P026,2025-03-14 16:00:00,63.77,62.76,4.63,0,5.0
P026,2025-03-14 17:00:00,67.63,66.26,4.64,0,5.0
P026,2025-03-14 18:00:00,77.41,75.68,4.48,0,5.0
P026,2025-03-14 19:00:00,73.09,71.37,4.44,0,5.0
P026,2025-03-14 20:00:00,65.9,64.58,4.3,0,5.0
P026,2025-03-14 21:00:00,76.43,75.47,4.2,0,5.0
P026,2025-03-14 22:00:00,59.21,58.19,4.69,0,5.0
P026,2025-03-14 23:00:00,52.36,51.3,4.4,0,5.0
P027,2025-03-01 00:00:00,49.1,48.23,4.71,0,2.64
P027,2025-03-01 01:00:00,59.13,57.43,4.79,0,2.64
P027,2025-03-01 02:00:00,47.74,46.73,4.69,0,2.64
P027,2025-03-01 03:00:00,53.32,51.8,4.85,0,2.64
P027,2025-03-01 04:00:00,64.65,63.49,4.94,0,2.64
P027,2025-03-01 05:00:00,61.22,59.41,4.69,0,2.64
P027,2025-03-01 06:00:00,73.6,71.96,4.56,0,2.64
P027,2025-03-01 07:00:00,87.13,86.05,4.91,0,2.64
P027,2025-03-01 08:00:00,80.22,79.27,4.93,0,2.64
P027,2025-03-01 09:00:00,65.33,63.88,4.77,0,2.64
P027,2025-03-01 10:00:00,65.74,49.09,4.16,1,2.64
P027,2025-03-01 11:00:00,62.18,61.45,4.84,0,2.64
P027,2025-03-01 12:00:00,43.59,42.56,4.9,0,2.64
P027,2025-03-01 13:00:00,44.92,44.2,4.79,0,2.64
P027,2025-03-01 14:00:00,48.79,47.43,4.72,0,2.64
P027,2025-03-01 15:00:00,47.23,45.85,4.63,0,2.64
P027,2025-03-01 16:00:00,63.72,63.02,4.97,0,2.64
P027,2025-03-01 17:00:00,67.99,66.88,4.78,0,2.64
P027,2025-03-01 18:00:00,83.23,81.18,4.78,0,2.64
P027,2025-03-01 19:00:00,76.37,74.8,4.93,0,2.64
P027,2025-03-01 20:00:00,72.37,71.41,4.89,0,2.64
P027,2025-03-01 21:00:00,69.5,68.45,4.6,0,2.64
P027,2025-03-01 22:00:00,47.41,46.91,4.54,0,2.64
P027,2025-03-01 23:00:00,55.57,54.82,4.92,0,2.64
P027,2025-03-02 00:00:00,49.74,48.37,4.73,0,2.64
P027,2025-03-02 01:00:00,48.76,47.35,4.66,0,2.64
P027,2025-03-02 02:00:00,65.56,64.75,5.0,0,2.64
P027,2025-03-02 03:00:00,55.13,54.52,4.66,0,2.64
P027,2025-03-02 04:00:00,60.6,59.59,4.78,0,2.64
P027,2025-03-02 05:00:00,63.64,62.59,4.95,0,2.64
P027,2025-03-02 06:00:00,74.79,73.54,4.95,0,2.64
P027,2025-03-02 07:00:00,77.7,76.38,4.63,0,2.64
P027,2025-03-02 08:00:00,85.21,84.27,4.96,0,2.64
P027,2025-03-02 09:00:00,66.3,65.18,4.66,0,2.64
P027,2025-03-02 10:00:00,62.86,62.16,4.57,0,2.64
P027,2025-03-02 11:00:00,56.24,55.45,4.93,0,2.64
P027,2025-03-02 12:00:00,49.95,49.19,4.94,0,2.64
P027,2025-03-02 13:00:00,56.79,56.19,4.81,0,2.64
P027,2025-03-02 14:00:00,63.75,62.87,4.57,0,2.64
P027,2025-03-02 15:00:00,49.59,48.4,4.93,0,2.64
P027,2025-03-02 16:00:00,54.42,53.17,4.72,0,2.64
P027,2025-03-02 17:00:00,67.26,65.84,4.92,0,2.64
P027,2025-03-02 18:00:00,72.34,71.07,4.55,0,2.64
P027,2025-03-02 19:00:00,77.29,76.21,4.85,0,2.64
P027,2025-03-02 20:00:00,72.15,70.9,4.7,0,2.64
P027,2025-03-02 21:00:00,71.62,70.71,4.8,0,2.64
P027,2025-03-02 22:00:00,59.83,58.11,4.92,0,2.64
P027,2025-03-02 23:00:00,54.85,53.62,4.75,0,2.64
P027,2025-03-03 00:00:00,65.76,64.06,4.63,0,2.64
P027,2025-03-03 01:00:00,56.05,54.97,4.73,0,2.64
P027,2025-03-03 02:00:00,48.99,48.18,4.86,0,2.64
P027,2025-03-03 03:00:00,50.05,48.78,4.76,0,2.64
P027,2025-03-03 04:00:00,60.1,59.0,4.91,0,2.64
P027,2025-03-03 05:00:00,67.97,67.05,4.89,0,2.64
P027,2025-03-03 06:00:00,78.31,76.71,4.7,0,2.64
P027,2025-03-03 07:00:00,92.29,90.25,4.76,0,2.64
P027,2025-03-03 08:00:00,81.88,80.26,4.71,0,2.64
P027,2025-03-03 09:00:00,56.42,55.28,4.81,0,2.64
P027,2025-03-03 10:00:00,52.17,51.59,4.72,0,2.64
P027,2025-03-03 11:00:00,53.72,53.13,4.48,0,2.64
P027,2025-03-03 12:00:00,51.88,37.17,3.95,1,2.64
P027,2025-03-03 13:00:00,49.82,48.58,4.67,0,2.64
P027,2025-03-03 14:00:00,51.48,50.96,4.82,0,2.64
P027,2025-03-03 15:00:00,62.86,61.24,4.8,0,2.64
P027,2025-03-03 16:00:00,63.74,62.05,4.61,0,2.64
P027,2025-03-03 17:00:00,75.12,73.54,4.55,0,2.64
P027,2025-03-03 18:00:00,76.6,74.74,4.56,0,2.64
P027,2025-03-03 19:00:00,63.6,62.01,4.51,0,2.64
P027,2025-03-03 20:00:00,82.48,81.22,4.69,0,2.64
P027,2025-03-03 21:00:00,68.5,66.98,4.71,0,2.64
P027,2025-03-03 22:00:00,54.84,53.92,4.85,0,2.64
P027,2025-03-03 23:00:00,56.46,55.7,4.69,0,2.64
P027,2025-03-04 00:00:00,33.08,32.56,4.72,0,2.64
P027,2025-03-04 01:00:00,45.73,44.71,4.88,0,2.64
P027,2025-03-04 02:00:00,49.6,48.46,4.79,0,2.64
P027,2025-03-04 03:00:00,50.12,49.33,4.51,0,2.64
P027,2025-03-04 04:00:00,60.9,59.41,4.77,0,2.64
P027,2025-03-04 05:00:00,68.4,67.06,4.82,0,2.64
P027,2025-03-04 06:00:00,74.44,72.53,4.68,0,2.64
P027,2025-03-04 07:00:00,88.56,87.44,4.64,0,2.64
P027,2025-03-04 08:00:00,75.23,73.13,4.88,0,2.64
P027,2025-03-04 09:00:00,71.3,69.19,4.73,0,2.64
P027,2025-03-04 10:00:00,58.55,57.39,4.66,0,2.64
P027,2025-03-04 11:00:00,56.86,55.19,4.79,0,2.64
P027,2025-03-04 12:00:00,46.67,45.69,4.82,0,2.64
P027,2025-03-04 13:00:00,53.98,53.3,4.75,0,2.64
P027,2025-03-04 14:00:00,51.93,50.46,5.03,0,2.64
P027,2025-03-04 15:00:00,54.7,53.55,4.69,0,2.64
P027,2025-03-04 16:00:00,62.15,61.3,4.66,0,2.64
P027,2025-03-04 17:00:00,66.86,65.52,4.81,0,2.64
P027,2025-03-04 18:00:00,80.42,78.29,4.76,0,2.64
P027,2025-03-04 19:00:00,76.84,75.25,4.68,0,2.64
P027,2025-03-04 20:00:00,75.5,73.68,4.86,0,2.64
P027,2025-03-04 21:00:00,70.22,68.26,4.74,0,2.64
P027,2025-03-04 22:00:00,60.69,59.33,4.75,0,2.64
P027,2025-03-04 23:00:00,50.33,49.73,4.81,0,2.64
P027,2025-03-05 00:00:00,45.03,44.2,4.77,0,2.64
P027,2025-03-05 01:00:00,50.41,49.32,4.9,0,2.64
P027,2025-03-05 02:00:00,51.06,49.69,4.96,0,2.64
P027,2025-03-05 03:00:00,53.12,52.39,4.59,0,2.64
P027,2025-03-05 04:00:00,50.79,49.4,4.97,0,2.64
P027,2025-03-05 05:00:00,62.48,61.13,4.74,0,2.64
P027,2025-03-05 06:00:00,72.26,70.89,4.86,0,2.64
P027,2025-03-05 07:00:00,79.42,78.16,4.38,0,2.64
P027,2025-03-05 08:00:00,84.01,82.65,4.64,0,2.64
P027,2025-03-05 09:00:00,68.39,66.67,4.74,0,2.64
P027,2025-03-05 10:00:00,54.06,53.21,4.87,0,2.64
P027,2025-03-05 11:00:00,44.32,43.04,4.58,0,2.64
P027,2025-03-05 12:00:00,59.11,57.65,4.76,0,2.64
P027,2025-03-05 13:00:00,50.09,49.05,4.74,0,2.64
P027,2025-03-05 14:00:00,50.72,49.38,4.79,0,2.64
P027,2025-03-05 15:00:00,49.86,48.99,4.98,0,2.64
P027,2025-03-05 16:00:00,59.89,58.2,4.75,0,2.64
P027,2025-03-05 17:00:00,64.58,62.95,4.8,0,2.64
P027,2025-03-05 18:00:00,74.15,72.95,4.82,0,2.64
P027,2025-03-05 19:00:00,68.93,67.83,4.54,0,2.64
P027,2025-03-05 20:00:00,76.95,75.87,4.94,0,2.64
P027,2025-03-05 21:00:00,61.63,60.09,4.64,0,2.64
P027,2025-03-05 22:00:00,53.18,51.99,4.78,0,2.64
P027,2025-03-05 23:00:00,53.12,51.75,4.57,0,2.64
P027,2025-03-06 00:00:00,41.92,41.25,4.64,0,2.64
P027,2025-03-06 01:00:00,49.37,47.9,4.53,0,2.64
P027,2025-03-06 02:00:00,46.47,45.17,4.95,0,2.64
P027,2025-03-06 03:00:00,47.28,46.41,4.66,0,2.64
P027,2025-03-06 04:00:00,56.66,55.2,4.85,0,2.64
P027,2025-03-06 05:00:00,57.63,56.56,4.84,0,2.64
P027,2025-03-06 06:00:00,87.19,85.1,4.74,0,2.64
P027,2025-03-06 07:00:00,83.84,82.35,4.9,0,2.64
P027,2025-03-06 08:00:00,76.23,74.45,4.63,0,2.64
P027,2025-03-06 09:00:00,67.37,65.85,4.81,0,2.64
P027,2025-03-06 10:00:00,56.65,55.03,4.36,0,2.64
P027,2025-03-06 11:00:00,49.22,47.92,4.76,0,2.64
P027,2025-03-06 12:00:00,52.06,51.03,4.59,0,2.64
P027,2025-03-06 13:00:00,48.33,47.26,4.49,0,2.64
P027,2025-03-06 14:00:00,50.97,50.45,4.66,0,2.64
P027,2025-03-06 15:00:00,53.2,52.6,5.05,0,2.64
P027,2025-03-06 16:00:00,60.19,58.77,4.54,0,2.64
P027,2025-03-06 17:00:00,67.66,65.82,4.68,0,2.64
P027,2025-03-06 18:00:00,67.82,66.83,4.71,0,2.64
P027,2025-03-06 19:00:00,80.36,78.03,4.49,0,2.64
P027,2025-03-06 20:00:00,61.15,60.3,4.62,0,2.64
P027,2025-03-06 21:00:00,64.92,63.45,4.68,0,2.64
P027,2025-03-06 22:00:00,57.72,56.99,4.63,0,2.64
P027,2025-03-06 23:00:00,59.36,57.96,4.76,0,2.64
P027,2025-03-07 00:00:00,33.72,32.75,4.9,0,2.64
P027,2025-03-07 01:00:00,40.27,39.8,4.66,0,2.64
P027,2025-03-07 02:00:00,51.53,50.36,4.54,0,2.64
P027,2025-03-07 03:00:00,51.89,51.18,5.01,0,2.64
P027,2025-03-07 04:00:00,61.37,59.89,4.94,0,2.64
P027,2025-03-07 05:00:00,74.72,72.92,4.91,0,2.64
P027,2025-03-07 06:00:00,84.04,82.73,4.39,0,2.64
P027,2025-03-07 07:00:00,71.36,69.52,4.66,0,2.64
P027,2025-03-07 08:00:00,70.45,69.08,4.76,0,2.64
P027,2025-03-07 09:00:00,77.77,75.9,4.45,0,2.64
P027,2025-03-07 10:00:00,56.14,54.93,4.7,0,2.64
P027,2025-03-07 11:00:00,45.72,45.02,4.83,0,2.64
P027,2025-03-07 12:00:00,50.97,50.3,4.65,0,2.64
P027,2025-03-07 13:00:00,52.54,51.11,4.85,0,2.64
P027,2025-03-07 14:00:00,52.6,51.98,4.76,0,2.64
P027,2025-03-07 15:00:00,54.43,53.51,4.76,0,2.64
P027,2025-03-07 16:00:00,64.93,63.03,5.04,0,2.64
P027,2025-03-07 17:00:00,78.54,77.11,4.76,0,2.64
P027,2025-03-07 18:00:00,72.5,71.15,4.9,0,2.64
P027,2025-03-07 19:00:00,68.95,67.91,4.99,0,2.64
P027,2025-03-07 20:00:00,72.09,70.22,4.53,0,2.64
P027,2025-03-07 21:00:00,57.38,56.62,4.63,0,2.64
P027,2025-03-07 22:00:00,57.43,56.18,4.76,0,2.64
P027,2025-03-07 23:00:00,60.92,59.99,4.79,0,2.64
P027,2025-03-08 00:00:00,54.07,52.99,4.82,0,2.64
P027,2025-03-08 01:00:00,43.33,42.48,4.71,0,2.64
P027,2025-03-08 02:00:00,45.37,44.75,4.72,0,2.64
P027,2025-03-08 03:00:00,52.52,50.95,4.68,0,2.64
P027,2025-03-08 04:00:00,65.19,63.85,4.78,0,2.64
P027,2025-03-08 05:00:00,75.6,73.52,4.67,0,2.64
P027,2025-03-08 06:00:00,72.13,70.55,4.56,0,2.64
P027,2025-03-08 07:00:00,84.35,82.36,4.65,0,2.64
P027,2025-03-08 08:00:00,75.78,73.82,4.44,0,2.64
P027,2025-03-08 09:00:00,74.95,73.81,4.86,0,2.64
P027,2025-03-08 10:00:00,52.76,51.23,4.81,0,2.64
P027,2025-03-08 11:00:00,54.57,53.01,4.95,0,2.64
P027,2025-03-08 12:00:00,49.28,48.59,4.74,0,2.64
P027,2025-03-08 13:00:00,57.64,56.53,4.72,0,2.64
P027,2025-03-08 14:00:00,52.63,52.05,4.76,0,2.64
P027,2025-03-08 15:00:00,61.27,60.36,4.6,0,2.64
P027,2025-03-08 16:00:00,67.29,65.42,4.48,0,2.64
P027,2025-03-08 17:00:00,66.84,65.26,5.11,0,2.64
P027,2025-03-08 18:00:00,80.34,78.74,4.76,0,2.64
P027,2025-03-08 19:00:00,73.61,72.29,4.64,0,2.64
P027,2025-03-08 20:00:00,70.36,68.67,4.54,0,2.64
P027,2025-03-08 21:00:00,55.08,53.71,4.97,0,2.64
P027,2025-03-08 22:00:00,61.83,61.04,4.83,0,2.64
P027,2025-03-08 23:00:00,54.43,53.43,4.66,0,2.64
P027,2025-03-09 00:00:00,52.5,51.77,4.57,0,2.64
P027,2025-03-09 01:00:00,59.52,58.15,4.78,0,2.64
P027,2025-03-09 02:00:00,52.49,51.43,4.85,0,2.64
P027,2025-03-09 03:00:00,59.37,58.73,4.68,0,2.64
P027,2025-03-09 04:00:00,52.97,51.79,4.67,0,2.64
P027,2025-03-09 05:00:00,62.18,61.18,4.72,0,2.64
P027,2025-03-09 06:00:00,72.48,71.41,4.81,0,2.64
P027,2025-03-09 07:00:00,73.57,72.77,4.99,0,2.64
P027,2025-03-09 08:00:00,78.08,76.29,4.8,0,2.64
P027,2025-03-09 09:00:00,68.47,67.11,4.89,0,2.64
P027,2025-03-09 10:00:00,59.65,58.11,4.7,0,2.64
P027,2025-03-09 11:00:00,54.49,53.71,4.73,0,2.64
P027,2025-03-09 12:00:00,48.24,47.36,4.95,0,2.64
P027,2025-03-09 13:00:00,52.07,50.7,4.71,0,2.64
P027,2025-03-09 14:00:00,46.96,46.17,4.43,0,2.64
P027,2025-03-09 15:00:00,58.66,57.54,4.68,0,2.64
P027,2025-03-09 16:00:00,57.26,55.95,4.87,0,2.64
P027,2025-03-09 17:00:00,53.68,52.81,4.44,0,2.64
P027,2025-03-09 18:00:00,69.3,67.31,4.74,0,2.64
P027,2025-03-09 19:00:00,70.51,68.92,4.72,0,2.64
P027,2025-03-09 20:00:00,69.24,67.64,4.77,0,2.64
P027,2025-03-09 21:00:00,61.84,61.08,4.8,0,2.64
P027,2025-03-09 22:00:00,52.41,51.8,4.65,0,2.64
P027,2025-03-09 23:00:00,58.41,56.7,4.99,0,2.64
P027,2025-03-10 00:00:00,56.25,55.23,4.58,0,2.64
P027,2025-03-10 01:00:00,50.3,49.29,4.84,0,2.64
P027,2025-03-10 02:00:00,51.75,51.17,4.98,0,2.64
P027,2025-03-10 03:00:00,46.38,45.01,4.59,0,2.64
P027,2025-03-10 04:00:00,53.39,52.09,4.57,0,2.64
P027,2025-03-10 05:00:00,75.61,73.78,4.79,0,2.64
P027,2025-03-10 06:00:00,76.42,74.5,4.88,0,2.64
P027,2025-03-10 07:00:00,80.45,78.21,4.76,0,2.64
P027,2025-03-10 08:00:00,75.56,73.56,4.47,0,2.64
P027,2025-03-10 09:00:00,63.54,62.83,4.66,0,2.64
P027,2025-03-10 10:00:00,63.03,61.24,4.87,0,2.64
P027,2025-03-10 11:00:00,45.64,44.95,4.63,0,2.64
P027,2025-03-10 12:00:00,50.79,49.62,4.55,0,2.64
P027,2025-03-10 13:00:00,54.16,52.69,4.89,0,2.64
P027,2025-03-10 14:00:00,66.13,65.32,4.71,0,2.64
P027,2025-03-10 15:00:00,54.35,52.72,4.93,0,2.64
P027,2025-03-10 16:00:00,65.6,63.8,4.82,0,2.64
P027,2025-03-10 17:00:00,63.29,61.82,4.64,0,2.64
P027,2025-03-10 18:00:00,70.35,69.09,4.74,0,2.64
P027,2025-03-10 19:00:00,75.82,74.41,4.81,0,2.64
P027,2025-03-10 20:00:00,72.46,71.59,4.67,0,2.64
P027,2025-03-10 21:00:00,57.57,56.57,4.83,0,2.64
P027,2025-03-10 22:00:00,60.3,59.11,4.73,0,2.64
P027,2025-03-10 23:00:00,53.64,52.73,5.08,0,2.64
