timestamp,station_id,latitude,longitude,temperature_C,pH,conductivity_uScm,dissolved_oxygen_mgL,turbidity_NTU,nitrate_mgL,phosphate_mgL,ammonia_mgL,orp_mV,chlorine_mgL,total_coliforms_CFU_100mL,e_coli_CFU_100mL
2025-09-17T06:00:00,WTP-01,24.7136,46.6753,28.38,7.18,619.1,8.1,2.14,6.509,0.209,0.026,238.6,0.599,2,0
2025-09-17T09:00:00,WTP-01,24.7136,46.6753,27.85,7.17,632.7,7.55,0.67,4.84,0.269,0.041,232.0,0.573,2,0
2025-09-17T12:00:00,WTP-01,24.7136,46.6753,24.69,7.27,683.1,7.58,0.74,6.169,0.303,0.042,277.0,0.631,15,0
2025-09-17T15:00:00,WTP-01,24.7136,46.6753,22.2,7.22,676.1,8.08,1.46,5.314,0.225,0.03,249.0,0.689,22,0
2025-09-17T18:00:00,WTP-01,24.7136,46.6753,21.72,7.23,650.1,8.31,2.09,4.88,0.279,0.046,251.7,0.704,16,0
2025-09-17T21:00:00,WTP-01,24.7136,46.6753,23.49,7.18,669.6,7.41,2.42,6.292,0.204,0.063,271.2,0.593,6,0
2025-09-18T00:00:00,WTP-01,24.7136,46.6753,24.81,7.15,645.1,7.65,1.11,5.811,0.203,0.072,244.1,0.592,14,0
2025-09-18T03:00:00,WTP-01,24.7136,46.6753,25.88,7.15,667.6,6.24,1.69,6.913,0.352,0.056,231.5,0.628,5,0
2025-09-18T06:00:00,WTP-01,24.7136,46.6753,27.87,7.2,657.7,8.5,0.74,6.547,0.244,0.061,236.9,0.911,8,0
2025-09-18T09:00:00,WTP-01,24.7136,46.6753,26.7,7.23,643.1,6.68,0.91,5.336,0.317,0.076,243.8,0.567,4,0
2025-09-18T12:00:00,WTP-01,24.7136,46.6753,25.96,7.24,650.4,7.38,1.55,5.591,0.145,0.091,253.1,0.526,4,0
2025-09-18T15:00:00,WTP-01,24.7136,46.6753,21.4,7.12,577.0,8.17,1.51,4.99,0.275,0.07,260.2,0.69,5,0
2025-09-18T18:00:00,WTP-01,24.7136,46.6753,23.31,7.17,715.0,7.89,1.8,4.646,0.241,0.034,266.6,0.598,1,0
2025-09-18T21:00:00,WTP-01,24.7136,46.6753,23.14,7.24,641.1,7.78,1.3,6.592,0.256,0.01,268.8,0.556,2,0
2025-09-19T00:00:00,WTP-01,24.7136,46.6753,25.45,7.19,651.3,8.3,1.49,6.231,0.191,0.046,262.2,0.61,5,0
2025-09-19T03:00:00,WTP-01,24.7136,46.6753,28.05,7.2,719.7,8.39,0.96,6.177,0.254,0.042,259.8,0.597,2,0
2025-09-19T06:00:00,WTP-01,24.7136,46.6753,26.91,7.16,594.3,8.15,1.93,5.723,0.294,0.028,234.7,0.65,10,0
2025-09-19T09:00:00,WTP-01,24.7136,46.6753,27.14,7.24,653.0,6.85,1.65,5.204,0.367,0.043,262.9,0.41,2,0
2025-09-19T12:00:00,WTP-01,24.7136,46.6753,24.05,7.24,594.8,7.28,1.35,5.944,0.284,0.036,244.5,0.61,5,0
2025-09-19T15:00:00,WTP-01,24.7136,46.6753,22.68,7.21,670.8,7.85,1.52,7.146,0.279,0.041,241.1,0.538,7,0
2025-09-19T18:00:00,WTP-01,24.7136,46.6753,22.62,7.18,686.3,7.76,1.43,5.831,0.287,0.057,295.5,0.547,7,0
2025-09-19T21:00:00,WTP-01,24.7136,46.6753,22.86,7.11,654.8,7.22,0.8,6.007,0.153,0.037,301.0,0.74,2,0
2025-09-20T00:00:00,WTP-01,24.7136,46.6753,24.54,7.14,662.4,6.86,1.25,5.204,0.277,0.086,224.0,0.602,4,0
2025-09-20T03:00:00,WTP-01,24.7136,46.6753,27.4,7.21,618.5,6.66,2.6,6.143,0.263,0.038,234.0,0.744,4,0
2025-09-20T06:00:00,WTP-01,24.7136,46.6753,28.62,7.18,616.1,7.76,1.8,5.592,0.257,0.065,297.6,0.549,11,0
2025-09-20T09:00:00,WTP-01,24.7136,46.6753,27.56,7.2,680.4,7.16,1.04,6.649,0.208,0.063,250.6,0.633,3,0
2025-09-20T12:00:00,WTP-01,24.7136,46.6753,26.76,7.15,632.8,7.71,1.86,6.766,0.34,0.06,228.9,0.807,6,0
2025-09-20T15:00:00,WTP-01,24.7136,46.6753,23.28,7.19,618.1,7.73,2.45,5.752,0.249,0.079,244.0,0.58,9,0
2025-09-20T18:00:00,WTP-01,24.7136,46.6753,22.49,7.22,611.4,7.43,1.22,4.814,0.209,0.027,241.8,0.802,1,0
2025-09-20T21:00:00,WTP-01,24.7136,46.6753,23.16,7.21,619.4,8.23,1.1,6.37,0.232,0.033,237.9,0.697,6,0
2025-09-21T00:00:00,WTP-01,24.7136,46.6753,25.77,7.33,602.0,7.85,1.25,6.627,0.176,0.025,234.5,0.666,3,0
2025-09-21T03:00:00,WTP-01,24.7136,46.6753,27.29,7.27,682.9,7.97,2.67,5.581,0.28,0.016,236.3,0.413,3,0
2025-09-21T06:00:00,WTP-01,24.7136,46.6753,28.05,7.24,677.9,7.44,1.87,5.75,0.293,0.061,244.9,0.515,4,0
2025-09-21T09:00:00,WTP-01,24.7136,46.6753,27.71,7.16,726.3,6.64,1.34,5.475,0.241,0.077,230.3,0.609,7,0
2025-09-21T12:00:00,WTP-01,24.7136,46.6753,25.65,7.21,657.9,7.5,1.19,6.174,0.274,0.015,239.2,0.719,5,0
2025-09-21T15:00:00,WTP-01,24.7136,46.6753,22.28,7.15,638.1,7.49,2.05,5.465,0.272,0.044,235.1,0.691,6,0
2025-09-21T18:00:00,WTP-01,24.7136,46.6753,20.98,7.17,636.8,8.54,1.34,4.239,0.15,0.051,262.3,0.716,5,0
2025-09-21T21:00:00,WTP-01,24.7136,46.6753,22.38,7.12,636.0,6.66,1.12,5.766,0.216,0.051,245.3,0.471,0,0
2025-09-22T00:00:00,WTP-01,24.7136,46.6753,24.71,7.28,600.3,6.94,0.84,5.946,0.272,0.065,301.4,0.544,7,0
2025-09-22T03:00:00,WTP-01,24.7136,46.6753,27.52,7.15,677.5,7.28,2.01,5.293,0.23,0.029,228.4,0.47,3,0
2025-09-22T06:00:00,WTP-01,24.7136,46.6753,27.58,7.21,654.1,7.37,1.15,6.643,0.262,0.065,212.1,0.56,2,0
2025-09-22T09:00:00,WTP-01,24.7136,46.6753,27.12,7.23,658.3,7.0,2.05,5.674,0.183,0.044,261.7,0.523,9,0
2025-09-22T12:00:00,WTP-01,24.7136,46.6753,24.77,7.1,627.2,6.91,1.52,5.048,0.296,0.048,246.4,0.598,9,0
2025-09-22T15:00:00,WTP-01,24.7136,46.6753,22.0,7.18,597.4,8.04,1.75,6.288,0.12,0.039,236.0,0.487,3,0
2025-09-22T18:00:00,WTP-01,24.7136,46.6753,21.19,7.29,662.8,7.0,1.23,6.089,0.335,0.028,269.5,0.572,3,0
2025-09-22T21:00:00,WTP-01,24.7136,46.6753,21.69,7.19,649.5,8.44,2.07,5.534,0.269,0.067,251.7,0.639,3,0
2025-09-23T00:00:00,WTP-01,24.7136,46.6753,24.9,7.28,642.7,7.49,1.21,6.879,0.348,0.059,251.7,0.675,0,0
2025-09-23T03:00:00,WTP-01,24.7136,46.6753,26.3,7.25,706.3,6.75,1.15,5.891,0.219,0.053,274.2,0.559,14,0
2025-09-23T06:00:00,WTP-01,24.7136,46.6753,28.1,7.13,630.7,7.72,1.37,3.975,0.239,0.047,252.7,0.626,7,0
2025-09-23T09:00:00,WTP-01,24.7136,46.6753,26.87,7.21,667.7,7.15,1.09,6.979,0.281,0.005,236.6,0.686,3,0
2025-09-23T12:00:00,WTP-01,24.7136,46.6753,25.67,7.2,642.8,7.44,2.28,5.401,0.316,0.054,246.8,0.565,2,0
2025-09-23T15:00:00,WTP-01,24.7136,46.6753,23.27,7.12,596.6,8.71,1.19,6.584,0.335,0.004,272.5,0.482,15,0
2025-09-23T18:00:00,WTP-01,24.7136,46.6753,21.9,7.23,647.5,6.97,1.55,6.839,0.249,0.066,229.1,0.675,3,0
2025-09-23T21:00:00,WTP-01,24.7136,46.6753,24.09,7.21,632.1,7.81,1.24,6.074,0.189,0.05,240.4,0.492,19,0
2025-09-24T00:00:00,WTP-01,24.7136,46.6753,24.19,7.2,726.0,8.01,2.49,6.313,0.308,0.036,237.1,0.754,11,0
2025-09-24T03:00:00,WTP-01,24.7136,46.6753,27.26,7.23,636.4,6.92,2.7,6.256,0.178,0.064,259.7,0.538,15,0
2025-09-24T06:00:00,WTP-01,24.7136,46.6753,27.24,7.18,685.9,7.32,2.4,7.413,0.302,0.052,239.8,0.567,4,0
2025-09-24T09:00:00,WTP-01,24.7136,46.6753,27.07,7.21,729.8,7.13,1.47,5.0,0.281,0.058,279.8,0.553,6,0
2025-09-24T12:00:00,WTP-01,24.7136,46.6753,25.09,7.21,618.7,7.85,2.75,5.194,0.233,0.055,265.7,0.736,0,0
2025-09-24T15:00:00,WTP-01,24.7136,46.6753,23.84,7.23,720.9,7.03,2.14,6.81,0.166,0.044,247.9,0.687,4,0
2025-09-24T18:00:00,WTP-01,24.7136,46.6753,21.97,7.15,650.3,6.96,1.21,4.851,0.285,0.064,215.4,0.605,28,0
2025-09-24T21:00:00,WTP-01,24.7136,46.6753,23.65,7.02,668.0,7.41,0.85,6.098,0.243,0.06,251.1,0.526,3,0
2025-09-25T00:00:00,WTP-01,24.7136,46.6753,25.75,7.18,599.3,7.42,1.54,4.603,0.267,0.029,284.2,0.525,3,0
2025-09-25T03:00:00,WTP-01,24.7136,46.6753,27.02,7.2,626.4,7.32,0.79,6.439,0.368,0.039,257.5,0.574,12,0
2025-09-25T06:00:00,WTP-01,24.7136,46.6753,28.05,7.15,684.3,7.5,2.24,5.659,0.273,0.045,261.1,0.772,3,0
2025-09-25T09:00:00,WTP-01,24.7136,46.6753,27.46,7.15,637.2,6.16,0.68,5.115,0.255,0.057,248.9,0.672,3,0
2025-09-25T12:00:00,WTP-01,24.7136,46.6753,25.35,7.27,624.9,7.55,1.7,5.206,0.251,0.021,214.6,0.62,3,0
2025-09-25T15:00:00,WTP-01,24.7136,46.6753,22.13,7.2,559.2,7.54,0.96,6.271,0.167,0.04,269.3,0.626,1,0
2025-09-25T18:00:00,WTP-01,24.7136,46.6753,22.06,7.18,675.1,7.66,1.62,4.701,0.344,0.047,264.0,0.47,6,0
2025-09-25T21:00:00,WTP-01,24.7136,46.6753,21.57,7.21,684.0,7.0,1.91,6.041,0.33,0.033,306.3,0.43,3,0
2025-09-26T00:00:00,WTP-01,24.7136,46.6753,25.18,7.21,638.6,7.45,3.36,5.793,0.276,0.037,255.9,0.782,3,0
2025-09-26T03:00:00,WTP-01,24.7136,46.6753,27.08,7.26,645.0,6.19,1.23,6.263,0.265,0.063,234.4,0.626,2,0
2025-09-26T06:00:00,WTP-01,24.7136,46.6753,26.54,7.23,617.4,7.39,1.25,5.788,0.252,0.055,227.7,0.433,3,0
2025-09-26T09:00:00,WTP-01,24.7136,46.6753,26.06,7.21,662.5,7.69,1.9,7.417,0.164,0.026,263.2,0.787,1,0
2025-09-26T12:00:00,WTP-01,24.7136,46.6753,25.43,7.17,767.1,7.0,0.95,5.548,0.262,0.041,262.2,0.42,1,0
2025-09-26T15:00:00,WTP-01,24.7136,46.6753,22.41,7.19,693.3,7.01,0.76,6.768,0.181,0.046,246.8,0.507,2,0
2025-09-26T18:00:00,WTP-01,24.7136,46.6753,21.62,7.21,664.4,7.24,2.26,5.216,0.169,0.058,233.7,0.739,0,0
2025-09-26T21:00:00,WTP-01,24.7136,46.6753,23.47,7.21,594.4,7.4,1.41,4.649,0.286,0.045,222.2,0.562,10,0
2025-09-27T00:00:00,WTP-01,24.7136,46.6753,24.06,7.25,651.5,8.05,1.46,3.982,0.242,0.071,232.1,0.31,4,0
2025-09-27T03:00:00,WTP-01,24.7136,46.6753,26.65,7.29,654.0,7.59,1.93,6.075,0.167,0.029,271.8,0.649,3,0
2025-09-27T06:00:00,WTP-01,24.7136,46.6753,28.75,7.21,675.8,7.34,0.95,5.311,0.284,0.053,273.6,0.52,2,0
2025-09-27T09:00:00,WTP-01,24.7136,46.6753,27.03,7.17,765.7,7.5,1.0,7.058,0.318,0.086,291.8,0.58,3,0
2025-09-27T12:00:00,WTP-01,24.7136,46.6753,25.0,7.12,669.7,7.92,1.14,6.933,0.167,0.02,252.7,0.681,2,0
2025-09-27T15:00:00,WTP-01,24.7136,46.6753,23.03,7.21,719.4,7.15,2.83,5.525,0.183,0.046,314.8,0.68,7,0
2025-09-27T18:00:00,WTP-01,24.7136,46.6753,22.2,7.17,689.0,7.7,1.91,4.277,0.272,0.037,283.1,0.649,5,0
2025-09-27T21:00:00,WTP-01,24.7136,46.6753,22.94,7.15,616.8,8.52,1.6,7.397,0.275,0.065,268.8,0.476,6,0
2025-09-28T00:00:00,WTP-01,24.7136,46.6753,25.69,7.14,668.7,6.91,0.83,5.495,0.203,0.039,245.7,0.441,3,0
2025-09-28T03:00:00,WTP-01,24.7136,46.6753,27.78,7.19,602.9,7.47,2.08,7.565,0.29,0.056,268.1,0.766,4,0
2025-09-28T06:00:00,WTP-01,24.7136,46.6753,27.81,7.21,692.9,6.55,0.82,5.53,0.168,0.042,260.0,0.607,1,0
2025-09-28T09:00:00,WTP-01,24.7136,46.6753,26.69,7.21,673.5,7.72,2.0,6.775,0.236,0.091,242.9,0.657,12,0
2025-09-28T12:00:00,WTP-01,24.7136,46.6753,24.19,7.16,705.1,8.01,1.28,6.684,0.267,0.08,251.5,0.66,31,0
2025-09-28T15:00:00,WTP-01,24.7136,46.6753,24.27,7.23,613.7,7.62,1.96,6.661,0.194,0.028,243.2,0.614,7,0
2025-09-28T18:00:00,WTP-01,24.7136,46.6753,23.02,7.16,598.9,7.25,0.7,7.069,0.327,0.056,274.4,0.567,4,0
2025-09-28T21:00:00,WTP-01,24.7136,46.6753,22.42,7.2,644.6,8.03,1.52,6.242,0.27,0.055,264.1,0.854,15,0
2025-09-29T00:00:00,WTP-01,24.7136,46.6753,25.14,7.16,626.5,7.62,0.82,6.28,0.205,0.071,296.8,0.527,7,0
2025-09-29T03:00:00,WTP-01,24.7136,46.6753,26.55,7.22,619.5,7.55,1.08,5.637,0.208,0.068,259.2,0.523,4,0
2025-09-29T06:00:00,WTP-01,24.7136,46.6753,28.7,7.27,617.4,6.57,2.18,5.562,0.343,0.051,234.0,0.543,10,0
2025-09-29T09:00:00,WTP-01,24.7136,46.6753,25.42,7.26,564.4,7.29,2.3,7.767,0.232,0.021,275.8,0.538,3,0
2025-09-29T12:00:00,WTP-01,24.7136,46.6753,25.43,7.22,643.7,7.04,1.56,4.748,0.257,0.067,225.0,0.539,14,0
2025-09-29T15:00:00,WTP-01,24.7136,46.6753,23.31,7.1,596.3,7.44,2.84,5.249,0.203,0.081,253.9,0.59,2,0
2025-09-29T18:00:00,WTP-01,24.7136,46.6753,22.25,7.26,649.1,8.34,2.15,5.139,0.216,0.069,195.7,0.552,1,0
2025-09-29T21:00:00,WTP-01,24.7136,46.6753,21.99,7.25,599.4,6.96,1.55,6.779,0.353,0.062,281.6,0.414,22,0
2025-08-01T00:00:00,RIVER-02,24.91,46.35,26.21,7.03,614.3,5.98,3.51,6.043,0.287,0.097,274.0,0.788,18,7
2025-08-01T03:00:00,RIVER-02,24.91,46.35,28.74,7.15,621.0,6.22,3.73,8.028,0.352,0.07,270.4,0.488,22,1
2025-08-01T06:00:00,RIVER-02,24.91,46.35,29.37,7.05,703.3,7.06,3.64,7.398,0.327,0.083,216.1,0.564,21,13
2025-08-01T09:00:00,RIVER-02,24.91,46.35,27.54,7.15,560.8,6.46,3.96,7.213,0.281,0.048,256.9,0.614,18,4
2025-08-01T12:00:00,RIVER-02,24.91,46.35,26.14,7.11,652.9,7.28,4.08,7.395,0.282,0.085,248.2,0.608,12,3
2025-08-01T15:00:00,RIVER-02,24.91,46.35,24.33,7.08,608.4,7.15,3.52,7.729,0.341,0.088,231.6,0.498,29,10
2025-08-01T18:00:00,RIVER-02,24.91,46.35,24.37,7.08,640.3,7.73,3.8,7.349,0.24,0.084,231.4,0.541,12,3
2025-08-01T21:00:00,RIVER-02,24.91,46.35,24.91,7.1,662.3,6.67,3.13,7.228,0.306,0.086,276.0,0.492,26,4
2025-08-02T00:00:00,RIVER-02,24.91,46.35,26.39,7.16,600.4,7.1,4.16,7.573,0.416,0.059,269.1,0.599,34,6
2025-08-02T03:00:00,RIVER-02,24.91,46.35,27.77,7.08,697.8,6.49,4.08,5.762,0.273,0.092,224.3,0.576,24,11
2025-08-02T06:00:00,RIVER-02,24.91,46.35,29.91,7.08,655.6,6.58,3.44,6.909,0.293,0.067,250.6,0.727,16,7
2025-08-02T09:00:00,RIVER-02,24.91,46.35,28.55,7.02,733.6,7.07,3.49,6.726,0.27,0.031,215.3,0.542,59,23
2025-08-02T12:00:00,RIVER-02,24.91,46.35,26.19,7.13,705.6,7.69,3.35,5.159,0.259,0.061,244.8,0.727,32,6
2025-08-02T15:00:00,RIVER-02,24.91,46.35,25.64,7.03,651.2,7.16,3.35,5.93,0.363,0.077,224.7,0.596,49,9
2025-08-02T18:00:00,RIVER-02,24.91,46.35,22.33,7.1,586.4,6.67,2.96,7.647,0.306,0.044,267.6,0.519,18,3
2025-08-02T21:00:00,RIVER-02,24.91,46.35,24.82,7.06,664.4,6.98,4.39,6.174,0.292,0.057,250.9,0.564,17,10
2025-08-03T00:00:00,RIVER-02,24.91,46.35,25.73,7.17,669.7,6.69,2.82,6.343,0.365,0.073,239.0,0.75,16,10
2025-08-03T03:00:00,RIVER-02,24.91,46.35,28.49,7.05,556.9,6.48,3.71,6.88,0.269,0.107,260.3,0.741,16,5
2025-08-03T06:00:00,RIVER-02,24.91,46.35,28.67,7.15,681.4,6.15,3.54,6.631,0.187,0.077,244.5,0.538,18,13
2025-08-03T09:00:00,RIVER-02,24.91,46.35,29.31,7.04,674.7,5.82,3.89,6.889,0.376,0.047,238.7,0.565,15,5
2025-08-03T12:00:00,RIVER-02,24.91,46.35,26.82,7.07,651.5,6.64,3.58,5.095,0.209,0.082,270.7,0.629,14,4
2025-08-03T15:00:00,RIVER-02,24.91,46.35,24.21,7.14,567.4,7.32,3.64,6.203,0.228,0.072,278.1,0.619,12,6
2025-08-03T18:00:00,RIVER-02,24.91,46.35,24.07,7.13,609.0,7.19,4.1,7.946,0.297,0.063,274.5,0.463,19,3
2025-08-03T21:00:00,RIVER-02,24.91,46.35,23.62,7.19,633.4,7.24,3.53,7.167,0.328,0.056,276.1,0.729,7,2
2025-08-04T00:00:00,RIVER-02,24.91,46.35,26.59,7.06,717.7,6.87,1.88,7.271,0.283,0.069,242.6,0.628,37,11
2025-08-04T03:00:00,RIVER-02,24.91,46.35,28.92,7.1,632.0,6.76,4.35,6.471,0.319,0.092,245.6,0.655,24,7
2025-08-04T06:00:00,RIVER-02,24.91,46.35,28.93,7.13,629.3,6.09,4.17,4.86,0.212,0.066,251.6,0.518,9,5
2025-08-04T09:00:00,RIVER-02,24.91,46.35,28.99,7.12,605.9,6.65,2.91,7.523,0.264,0.068,247.2,0.576,46,7
2025-08-04T12:00:00,RIVER-02,24.91,46.35,26.32,7.17,642.3,7.54,3.49,7.566,0.374,0.066,254.4,0.468,27,16
2025-08-04T15:00:00,RIVER-02,24.91,46.35,24.82,7.13,648.6,6.69,4.13,7.371,0.231,0.074,227.0,0.604,11,4
2025-08-04T18:00:00,RIVER-02,24.91,46.35,23.33,7.11,639.2,6.23,4.46,7.083,0.372,0.065,232.4,0.482,18,8
2025-08-04T21:00:00,RIVER-02,24.91,46.35,24.69,7.18,604.4,6.75,3.74,5.838,0.326,0.016,259.8,0.665,12,4
2025-08-05T00:00:00,RIVER-02,24.91,46.35,26.01,7.11,618.5,6.9,3.91,7.77,0.239,0.114,265.3,0.837,33,7
2025-08-05T03:00:00,RIVER-02,24.91,46.35,28.66,7.02,613.4,5.59,3.35,6.886,0.376,0.078,254.7,0.525,9,3
2025-08-05T06:00:00,RIVER-02,24.91,46.35,29.26,7.06,619.6,6.4,4.23,5.95,0.28,0.069,228.0,0.533,27,21
2025-08-05T09:00:00,RIVER-02,24.91,46.35,27.88,7.08,674.9,7.56,3.9,7.868,0.317,0.056,263.0,0.505,22,7
2025-08-05T12:00:00,RIVER-02,24.91,46.35,26.43,7.11,683.3,6.48,4.02,4.834,0.264,0.052,224.9,0.67,21,6
2025-08-05T15:00:00,RIVER-02,24.91,46.35,25.17,7.16,655.8,6.9,3.59,7.247,0.287,0.073,218.5,0.551,24,7
2025-08-05T18:00:00,RIVER-02,24.91,46.35,23.93,7.1,650.6,7.07,3.19,6.26,0.212,0.056,259.5,0.647,14,4
2025-08-05T21:00:00,RIVER-02,24.91,46.35,25.17,7.15,605.3,7.52,3.45,7.64,0.292,0.094,226.8,0.361,34,6
2025-08-06T00:00:00,RIVER-02,24.91,46.35,27.38,7.09,692.9,7.51,4.36,7.228,0.202,0.079,271.0,0.686,48,7
2025-08-06T03:00:00,RIVER-02,24.91,46.35,27.98,7.18,706.5,6.69,3.17,5.752,0.313,0.056,215.7,0.619,10,2
2025-08-06T06:00:00,RIVER-02,24.91,46.35,29.87,7.13,682.5,6.77,5.76,6.178,0.214,0.062,218.6,0.508,9,3
2025-08-06T09:00:00,RIVER-02,24.91,46.35,28.74,7.08,630.5,6.15,3.44,6.86,0.321,0.076,246.1,0.591,27,2
2025-08-06T12:00:00,RIVER-02,24.91,46.35,27.74,7.11,682.8,6.7,3.68,8.334,0.194,0.078,292.7,0.537,46,8
2025-08-06T15:00:00,RIVER-02,24.91,46.35,24.28,7.04,717.1,6.53,3.94,5.959,0.289,0.09,245.0,0.466,17,5
2025-08-06T18:00:00,RIVER-02,24.91,46.35,23.53,7.09,677.4,6.79,4.09,6.094,0.245,0.084,248.2,0.539,27,5
2025-08-06T21:00:00,RIVER-02,24.91,46.35,25.73,7.05,696.7,7.13,2.52,6.562,0.313,0.036,208.5,0.552,16,2
2025-08-07T00:00:00,RIVER-02,24.91,46.35,26.27,7.03,667.7,6.08,3.0,5.314,0.229,0.074,210.7,0.546,15,3
2025-08-07T03:00:00,RIVER-02,24.91,46.35,29.68,7.13,627.9,6.3,4.0,6.099,0.257,0.062,255.9,0.646,30,22
2025-08-07T06:00:00,RIVER-02,24.91,46.35,30.06,7.01,626.9,6.47,3.62,6.548,0.394,0.053,298.8,0.648,21,9
2025-08-07T09:00:00,RIVER-02,24.91,46.35,29.07,7.11,629.5,7.13,3.03,6.303,0.385,0.071,234.7,0.662,29,7
2025-08-07T12:00:00,RIVER-02,24.91,46.35,26.0,7.19,727.3,6.93,3.49,7.825,0.355,0.054,239.5,0.667,19,3
2025-08-07T15:00:00,RIVER-02,24.91,46.35,24.02,7.04,616.7,6.66,2.98,7.676,0.19,0.052,249.1,0.755,47,8
2025-08-07T18:00:00,RIVER-02,24.91,46.35,23.12,7.1,690.4,8.76,2.75,7.36,0.265,0.059,235.6,0.453,14,3
2025-08-07T21:00:00,RIVER-02,24.91,46.35,24.54,7.2,672.9,7.24,3.34,6.216,0.274,0.056,257.8,0.588,20,2
2025-08-08T00:00:00,RIVER-02,24.91,46.35,26.09,7.16,692.8,6.16,2.85,9.048,0.388,0.069,255.1,0.528,21,5
2025-08-08T03:00:00,RIVER-02,24.91,46.35,28.0,7.09,606.8,6.67,4.95,6.887,0.293,0.036,244.3,0.568,24,14
2025-08-08T06:00:00,RIVER-02,24.91,46.35,29.24,7.15,702.0,7.08,2.92,7.867,0.208,0.088,242.6,0.717,15,11
2025-08-08T09:00:00,RIVER-02,24.91,46.35,28.13,7.04,713.9,6.33,3.91,7.014,0.3,0.058,265.4,0.541,21,8
2025-08-08T12:00:00,RIVER-02,24.91,46.35,26.8,7.08,657.8,7.07,3.15,6.938,0.297,0.087,228.7,0.716,53,7
2025-08-08T15:00:00,RIVER-02,24.91,46.35,24.56,7.11,621.3,7.8,4.66,7.682,0.333,0.065,257.8,0.451,9,4
2025-08-08T18:00:00,RIVER-02,24.91,46.35,22.66,7.2,649.1,6.97,3.85,7.77,0.347,0.091,237.4,0.547,26,6
2025-08-08T21:00:00,RIVER-02,24.91,46.35,24.21,7.1,633.4,6.52,3.05,7.111,0.292,0.081,251.0,0.742,25,7
2025-08-09T00:00:00,RIVER-02,24.91,46.35,27.31,7.17,661.7,6.82,4.02,7.586,0.285,0.078,249.3,0.606,34,4
2025-08-09T03:00:00,RIVER-02,24.91,46.35,29.21,7.23,654.3,6.44,3.8,7.254,0.381,0.103,248.9,0.549,15,8
2025-08-09T06:00:00,RIVER-02,24.91,46.35,30.46,7.16,587.1,6.13,13.14,12.748,0.677,0.062,259.2,0.544,46,6
2025-08-09T09:00:00,RIVER-02,24.91,46.35,27.48,7.14,694.7,5.97,3.7,7.846,0.278,0.083,194.3,0.574,26,14
2025-08-09T12:00:00,RIVER-02,24.91,46.35,27.42,7.13,621.5,6.86,3.64,6.249,0.281,0.066,282.1,0.506,30,2
2025-08-09T15:00:00,RIVER-02,24.91,46.35,25.08,7.06,701.6,7.64,3.34,7.023,0.253,0.1,219.8,0.489,18,10
2025-08-09T18:00:00,RIVER-02,24.91,46.35,23.58,7.01,652.1,7.43,3.21,8.342,0.227,0.094,263.5,0.594,83,2
2025-08-09T21:00:00,RIVER-02,24.91,46.35,23.96,7.09,599.7,7.38,3.47,7.87,0.309,0.031,271.9,0.508,5,2
2025-08-10T00:00:00,RIVER-02,24.91,46.35,27.14,7.08,720.1,6.62,3.0,7.55,0.278,0.053,240.4,0.407,38,7
2025-08-10T03:00:00,RIVER-02,24.91,46.35,29.42,7.1,627.5,6.69,4.43,5.581,0.264,0.056,258.2,0.352,23,10
2025-08-10T06:00:00,RIVER-02,24.91,46.35,29.52,7.02,662.4,6.84,4.35,4.879,0.368,0.055,263.7,0.666,17,11
2025-08-10T09:00:00,RIVER-02,24.91,46.35,27.4,7.08,618.9,7.24,3.33,6.176,0.241,0.11,249.6,0.79,17,4
2025-08-10T12:00:00,RIVER-02,24.91,46.35,26.21,7.09,643.3,7.1,4.32,7.288,0.359,0.051,241.7,0.564,19,4
2025-08-10T15:00:00,RIVER-02,24.91,46.35,24.5,7.1,750.3,7.81,2.31,6.645,0.421,0.059,291.8,0.686,15,5
2025-08-10T18:00:00,RIVER-02,24.91,46.35,24.57,7.03,655.6,7.03,3.99,6.325,0.213,0.073,255.6,0.715,23,18
2025-08-10T21:00:00,RIVER-02,24.91,46.35,23.55,7.19,719.6,6.98,2.44,6.13,0.219,0.037,290.5,0.599,30,25
2025-08-11T00:00:00,RIVER-02,24.91,46.35,26.47,7.1,656.4,7.13,2.88,8.35,0.312,0.085,237.4,0.628,25,15
2025-08-11T03:00:00,RIVER-02,24.91,46.35,28.02,7.05,642.5,6.48,3.63,6.444,0.315,0.098,249.8,0.578,13,7
2025-08-11T06:00:00,RIVER-02,24.91,46.35,30.13,7.15,678.8,7.51,3.95,7.519,0.271,0.119,289.7,0.736,22,7
2025-08-11T09:00:00,RIVER-02,24.91,46.35,28.43,7.1,667.3,5.66,4.02,8.941,0.324,0.064,246.8,0.687,21,11
2025-08-11T12:00:00,RIVER-02,24.91,46.35,25.87,7.1,646.7,7.18,3.04,8.094,0.398,0.069,275.0,0.705,28,3
2025-08-11T15:00:00,RIVER-02,24.91,46.35,24.37,7.14,594.5,6.83,3.41,6.948,0.234,0.084,270.6,0.523,9,4
2025-08-11T18:00:00,RIVER-02,24.91,46.35,23.23,7.12,668.2,5.48,4.11,8.149,0.247,0.051,241.0,0.405,18,4
2025-08-11T21:00:00,RIVER-02,24.91,46.35,25.26,7.06,599.9,6.45,3.25,7.029,0.292,0.055,251.8,0.747,27,8
2025-08-12T00:00:00,RIVER-02,24.91,46.35,25.67,7.08,767.7,7.16,4.92,8.116,0.312,0.076,249.3,0.721,14,2
